PRODUTO,UF,PREÇO SANTA CRUZ
7899706134132,SC,"76,73"
7899706134132,SP,"79,25"
7899706134132,TO,"90,95"
7899706134156,CE,"12,47"
7899706134156,RJ,"12,41"
7899706134156,SP,"12,74"
7899706134170,CE,"19,82"
7899706134170,DF,"22,99"
7899706134170,GO,"20,37"
7899706134170,MG,"24,88"
7899706134170,MS,"22,75"
7899706134170,PR,"23,56"
7899706134170,RJ,"20,29"
7899706134170,RS,"26,11"
7899706134170,SC,"17,11"
7899706134170,SP,"20,88"
7899706134217,BA,"83,76"
7899706134217,CE,"89,43"
7899706134217,DF,"91,18"
7899706134217,GO,"92,39"
7899706134217,MG,"97,79"
7899706134217,MS,"92,58"
7899706134217,PI,"100,11"
7899706134217,PR,"95,8"
7899706134217,RJ,"74,5"
7899706134217,RS,"101,01"
7899706134217,SC,"78,99"
7899706134217,SP,"81,58"
7899706134217,TO,"93,61"
7899706134231,BA,"76,78"
7899706134231,DF,"83,58"
7899706134231,GO,"77,34"
7899706134231,MG,"89,63"
7899706134231,MS,"86,44"
7899706134231,PI,"91,76"
7899706134231,PR,"87,8"
7899706134231,RJ,"68,28"
7899706134231,RS,"92,6"
7899706134231,SC,"72,4"
7899706134231,SP,"74,78"
7899706134231,TO,"85,81"
7899706134279,BA,"76,78"
7899706134279,DF,"83,58"
7899706134279,GO,"77,34"
7899706134279,MG,"89,63"
7899706134279,MS,"77,27"
7899706134279,PR,"87,8"
7899706134279,RJ,"68,28"
7899706134279,RS,"92,6"
7899706134279,SC,"72,4"
7899706134279,SP,"74,78"
7899706134279,TO,"85,81"
7899706135542,BA,"90,75"
7899706135542,DF,"98,79"
7899706135542,GO,"100,1"
7899706135542,MG,"105,95"
7899706135542,MS,"100,31"
7899706135542,PI,"108,45"
7899706135542,PR,"103,78"
7899706135542,RJ,"80,7"
7899706135542,RS,"109,44"
7899706135542,SC,"85,57"
7899706135542,SP,"88,38"
7899706135542,TO,"101,43"
7899706135580,BA,155
7899706135580,RJ,"131,93"
7899706135580,SP,"135,18"
7899706135757,DF,"34,81"
7899706135757,GO,"34,59"
7899706135757,MG,"38,72"
7899706135757,MS,"35,21"
7899706135757,PR,"37,31"
7899706135757,RJ,"29,01"
7899706135757,SC,"30,73"
7899706135757,SP,"31,77"
7899706135757,TO,"35,73"
7899706135771,DF,"42,25"
7899706135771,GO,"38,75"
7899706135771,MG,"44,03"
7899706135771,MS,"42,74"
7899706135771,PR,"45,27"
7899706135771,RJ,"35,2"
7899706135771,RS,"46,46"
7899706135771,SC,"37,33"
7899706135771,SP,"38,25"
7899706135771,TO,"43,37"
7899706135795,DF,"45,39"
7899706135795,GO,"41,64"
7899706135795,MG,"47,32"
7899706135795,MS,"45,92"
7899706135795,PR,"48,64"
7899706135795,RJ,"37,83"
7899706135795,RS,"49,93"
7899706135795,SC,"40,11"
7899706135795,SP,"41,43"
7899706135795,TO,"46,6"
7899706135818,DF,"51,66"
7899706135818,GO,"47,39"
7899706135818,MG,"57,43"
7899706135818,MS,"52,26"
7899706135818,PR,"55,37"
7899706135818,RJ,"43,06"
7899706135818,RS,"56,8"
7899706135818,SC,"45,61"
7899706135818,SP,"46,98"
7899706135818,TO,"53,04"
7899706135832,DF,"51,56"
7899706135832,GO,"48,76"
7899706135832,MG,"62,42"
7899706135832,MS,"54,27"
7899706135832,PR,"60,18"
7899706135832,RJ,"46,8"
7899706135832,SC,"49,59"
7899706135832,SP,"51,24"
7899706135832,TO,"57,65"
7899706135856,DF,"59,39"
7899706135856,GO,"54,48"
7899706135856,MG,"66,01"
7899706135856,MS,"60,08"
7899706135856,PR,"63,64"
7899706135856,RS,"65,31"
7899706135856,SC,"52,45"
7899706135856,SP,"54,19"
7899706135856,TO,"60,97"
7899706139038,MG,"15,57"
7899706139038,PR,"16,79"
7899706139038,RJ,"13,87"
7899706139038,RS,"15,58"
7899706139038,SC,"10,02"
7899706139038,SP,"13,44"
7899706139052,SP,"21,72"
7899706139212,BA,"177,63"
7899706139212,DF,"195,18"
7899706139212,GO,"180,54"
7899706139212,MG,"220,02"
7899706139212,PR,"215,8"
7899706139212,RJ,"200,94"
7899706139212,RS,"219,93"
7899706139212,SC,"168,3"
7899706139212,SP,"178,74"
7899706141062,BA,"94,94"
7899706141062,CE,"101,37"
7899706141062,DF,"103,35"
7899706141062,GO,"94,81"
7899706141062,MG,"110,84"
7899706141062,MS,"104,94"
7899706141062,PI,"113,47"
7899706141062,PR,"108,58"
7899706141062,RJ,"84,44"
7899706141062,SC,"89,53"
7899706141062,SP,"92,47"
7899706141062,TO,"106,11"
7899706145190,DF,"27,99"
7899706145190,GO,"24,32"
7899706145190,MG,"26,64"
7899706145190,MS,"26,88"
7899706145190,PR,"27,65"
7899706145190,RJ,"23,35"
7899706145190,RS,"26,36"
7899706145190,SC,"23,45"
7899706145190,SP,"24,6"
7899706145190,TO,"27,53"
7899706145510,DF,"20,31"
7899706145510,GO,"17,65"
7899706145510,MG,"19,16"
7899706145510,MS,"19,35"
7899706145510,PR,"19,9"
7899706145510,RJ,"16,8"
7899706145510,RS,"18,97"
7899706145510,SC,"16,89"
7899706145510,SP,"17,73"
7899706148511,BA,"84,76"
7899706148511,CE,"90,51"
7899706148511,DF,"92,27"
7899706148511,GO,"85,6"
7899706148511,MS,"93,69"
7899706148511,PI,"101,3"
7899706148511,PR,"96,94"
7899706148511,RJ,"75,39"
7899706148511,SP,"82,56"
7899706148511,TO,"94,73"
7899706149198,BA,"35,18"
7899706149198,CE,"37,34"
7899706149198,DF,"34,59"
7899706149198,GO,"34,14"
7899706149198,MG,"39,74"
7899706149198,MS,"40,02"
7899706149198,PI,"39,52"
7899706149198,PR,"40,54"
7899706149198,RJ,"34,13"
7899706149198,RS,"40,74"
7899706149198,SC,"36,05"
7899706149198,SP,"37,17"
7899706149198,TO,"40,6"
7899706149211,BA,"35,18"
7899706149211,DF,"34,59"
7899706149211,GO,"34,14"
7899706149211,MG,"39,72"
7899706149211,MS,"40,02"
7899706149211,PI,"39,52"
7899706149211,PR,"40,54"
7899706149211,RJ,"34,13"
7899706149211,RS,"40,74"
7899706149211,SC,"36,28"
7899706149211,SP,"37,17"
7899706149211,TO,"40,6"
7899706149471,BA,"80,28"
7899706149471,CE,"85,71"
7899706149471,DF,"87,39"
7899706149471,GO,"88,55"
7899706149471,MG,"93,71"
7899706149471,MS,"88,73"
7899706149471,PI,"95,93"
7899706149471,PR,"91,8"
7899706149471,RJ,"71,39"
7899706149471,RS,"96,81"
7899706149471,SC,"75,69"
7899706149471,SP,"78,17"
7899706149471,TO,"89,72"
7899706149570,DF,"31,88"
7899706149570,GO,"29,12"
7899706149570,MG,"35,02"
7899706149570,MS,"34,82"
7899706149570,PR,"34,34"
7899706149570,RJ,"26,97"
7899706149570,RS,"40,37"
7899706149570,SC,29
7899706149570,SP,"28,61"
7899706149570,TO,"32,76"
7899706149594,DF,"31,88"
7899706149594,GO,"29,12"
7899706149594,MG,"35,02"
7899706149594,MS,"34,82"
7899706149594,PR,"34,34"
7899706149594,RJ,"26,97"
7899706149594,RS,"40,37"
7899706149594,SC,"28,21"
7899706149594,SP,"28,61"
7899706149594,TO,"32,76"
7899706149600,DF,"31,88"
7899706149600,GO,"29,12"
7899706149600,MG,"35,02"
7899706149600,PR,"34,34"
7899706149600,RJ,"26,97"
7899706149600,SC,"24,07"
7899706149600,SP,"28,61"
7899706149600,TO,"32,76"
7899706149822,DF,"12,22"
7899706149822,GO,"10,82"
7899706149822,MG,"13,89"
7899706149822,MS,"12,7"
7899706149822,PR,"13,65"
7899706149822,RJ,"10,61"
7899706149822,RS,"13,91"
7899706149822,SC,"9,25"
7899706149822,SP,"10,95"
7899706149822,TO,"12,56"
7899706150781,BA,"35,42"
7899706150781,DF,"34,59"
7899706150781,GO,"34,39"
7899706150781,MG,"39,74"
7899706150781,PR,"40,54"
7899706150781,RJ,"34,54"
7899706150781,SC,"36,05"
7899706150781,SP,"37,17"
7899706152105,CE,"9,35"
7899706152105,DF,"10,52"
7899706152105,GO,"9,01"
7899706152105,MG,"11,62"
7899706152105,PR,"9,95"
7899706152105,RJ,"9,3"
7899706152105,RS,"11,02"
7899706152105,SC,"8,74"
7899706152105,SP,"9,12"
7899706152129,SP,"11,56"
7899706152143,MG,"19,88"
7899706152167,RJ,"17,6"
7899706152167,SP,"18,89"
7899706152860,BA,"84,4"
7899706152860,DF,"92,18"
7899706152860,GO,"85,26"
7899706152860,MG,"101,04"
7899706152860,MS,"95,83"
7899706152860,PR,"89,58"
7899706152860,RJ,"84,91"
7899706152860,RS,"103,34"
7899706152860,SC,"76,83"
7899706152860,SP,"82,07"
7899706152860,TO,"94,74"
7899706154062,DF,"29,73"
7899706154062,GO,"29,71"
7899706154062,MG,"34,16"
7899706154062,PR,"34,85"
7899706154062,RJ,"29,34"
7899706154062,SC,"31,18"
7899706154062,SP,"31,95"
7899706155021,BA,"67,61"
7899706155021,CE,"72,85"
7899706155021,DF,"75,15"
7899706155021,GO,"65,59"
7899706155021,MG,"85,36"
7899706155021,MS,"80,02"
7899706155021,PI,"76,02"
7899706155021,PR,"81,14"
7899706155021,RJ,"62,14"
7899706155021,RS,"82,49"
7899706155021,SC,"66,15"
7899706155021,SP,"73,2"
7899706155021,TO,"78,02"
7899706156851,DF,"124,68"
7899706156851,GO,"113,9"
7899706156851,SP,"114,37"
7899706157117,BA,"85,11"
7899706157117,CE,"89,72"
7899706157117,DF,"88,47"
7899706157117,GO,"84,94"
7899706157117,MG,"101,05"
7899706157117,RJ,"84,91"
7899706157117,RS,"103,34"
7899706157117,SP,"82,07"
7899706157117,TO,"94,74"
7899706158190,BA,"163,38"
7899706158190,DF,"162,11"
7899706158190,GO,"141,55"
7899706158190,MG,"181,35"
7899706158190,RJ,"144,23"
7899706158190,RS,"175,92"
7899706158190,SP,"142,97"
7899706158190,TO,"184,82"
7899706158213,BA,"183,38"
7899706158213,CE,"195,4"
7899706158213,DF,"231,12"
7899706158213,GO,"194,35"
7899706158213,MG,"245,2"
7899706158213,MS,"217,76"
7899706158213,PR,"260,18"
7899706158213,RJ,"181,72"
7899706158213,SC,"199,61"
7899706158213,SP,"183,47"
7899706158213,TO,"206,75"
7899706158671,MG,"155,42"
7899706158671,MS,"146,88"
7899706158671,RJ,"106,94"
7899706158671,RS,"152,47"
7899706158671,SP,"107,22"
7899706158732,SP,"107,22"
7899706159036,DF,"6,76"
7899706159036,PR,"7,93"
7899706159036,RJ,"6,85"
7899706159036,SC,"5,96"
7899706159036,SP,"6,55"
7899706159098,DF,"44,32"
7899706159098,GO,"44,48"
7899706159098,MG,"51,37"
7899706159098,PR,"50,94"
7899706159098,RJ,42
7899706159098,SC,"38,48"
7899706159098,SP,"41,77"
7899706159173,BA,"56,64"
7899706159173,CE,"60,64"
7899706159173,DF,"59,87"
7899706159173,GO,"63,1"
7899706159173,MG,"82,86"
7899706159173,MS,"78,29"
7899706159173,PI,"65,73"
7899706159173,PR,"94,36"
7899706159173,RJ,"53,63"
7899706159173,RS,"71,13"
7899706159173,SC,"53,81"
7899706159173,SP,"57,15"
7899706159173,TO,"73,88"
7899706159197,BA,"81,19"
7899706159197,CE,"87,2"
7899706159197,DF,"74,97"
7899706159197,GO,"81,85"
7899706159197,MG,"101,15"
7899706159197,MS,"97,83"
7899706159197,PI,"94,53"
7899706159197,PR,"99,22"
7899706159197,RJ,"79,48"
7899706159197,RS,"116,87"
7899706159197,SC,"105,32"
7899706159197,SP,"82,17"
7899706159197,TO,"92,08"
7899706159258,BA,"65,31"
7899706159258,CE,"69,32"
7899706159258,DF,"59,96"
7899706159258,GO,"63,1"
7899706159258,MG,"71,68"
7899706159258,MS,"78,29"
7899706159258,PI,"65,73"
7899706159258,PR,"88,06"
7899706159258,RJ,"55,28"
7899706159258,RS,"82,19"
7899706159258,SC,"53,81"
7899706159258,SP,"57,15"
7899706159258,TO,"73,88"
7899706159272,BA,"77,66"
7899706159272,CE,"83,41"
7899706159272,DF,"74,97"
7899706159272,GO,"78,3"
7899706159272,MG,"96,74"
7899706159272,MS,"97,28"
7899706159272,PI,"90,41"
7899706159272,PR,"94,89"
7899706159272,RJ,"73,25"
7899706159272,RS,"111,78"
7899706159272,SC,74
7899706159272,SP,"78,6"
7899706159272,TO,"88,08"
7899706159333,BA,"56,92"
7899706159333,CE,"61,33"
7899706159333,DF,"63,86"
7899706159333,GO,"60,37"
7899706159333,MG,"68,15"
7899706159333,PI,64
7899706159333,PR,"68,3"
7899706159333,RJ,"55,21"
7899706159333,RS,"68,45"
7899706159333,SC,"58,78"
7899706159333,SP,"61,61"
7899706159333,TO,"65,67"
7899706161824,BA,"67,8"
7899706161824,CE,"72,39"
7899706161824,DF,"73,81"
7899706161824,GO,"74,79"
7899706161824,MG,"79,16"
7899706161824,PR,"77,55"
7899706161824,RJ,"60,31"
7899706161824,RS,"81,76"
7899706161824,SC,"63,94"
7899706161824,SP,"66,04"
7899706161824,TO,"75,77"
7899706161886,BA,"75,59"
7899706161886,CE,"72,39"
7899706161886,DF,"73,81"
7899706161886,GO,"68,66"
7899706161886,MG,"79,16"
7899706161886,MS,"74,94"
7899706161886,PI,"81,02"
7899706161886,PR,"77,55"
7899706161886,RJ,"60,31"
7899706161886,RS,"81,76"
7899706161886,SC,"63,94"
7899706161886,SP,"66,04"
7899706161886,TO,"75,77"
7899706161947,BA,"75,59"
7899706161947,CE,"72,39"
7899706161947,DF,"73,81"
7899706161947,GO,"68,66"
7899706161947,MG,"79,16"
7899706161947,MS,"74,94"
7899706161947,PI,"81,02"
7899706161947,PR,"77,55"
7899706161947,RJ,"60,31"
7899706161947,SC,"63,94"
7899706161947,TO,"75,77"
7899706162043,BA,"75,59"
7899706162043,CE,"72,39"
7899706162043,DF,"73,81"
7899706162043,GO,"68,66"
7899706162043,PI,"81,02"
7899706162043,PR,"77,55"
7899706162043,RS,"81,76"
7899706162043,SC,"63,94"
7899706162043,TO,"75,77"
7899706164337,GO,"21,87"
7899706164337,PR,"24,03"
7899706164337,RJ,"19,14"
7899706164337,RS,"24,34"
7899706164337,SC,"18,29"
7899706164337,SP,"22,11"
7899706164375,DF,"22,37"
7899706164375,GO,"20,7"
7899706164375,PR,"24,03"
7899706164375,RJ,"19,14"
7899706164375,RS,"24,34"
7899706164375,SC,"18,29"
7899706164375,SP,"23,66"
7899706167161,DF,"234,23"
7899706167161,GO,"216,29"
7899706167161,MG,"269,05"
7899706167161,RJ,"214,44"
7899706167161,SP,"214,49"
7899706167161,TO,"240,33"
7899706170314,RJ,"6,85"
7899706170314,SP,"6,55"
7899706170338,BA,"66,8"
7899706170338,CE,"71,01"
7899706170338,DF,"66,52"
7899706170338,GO,"66,65"
7899706170338,MG,"79,99"
7899706170338,MS,"75,85"
7899706170338,PI,"76,97"
7899706170338,PR,"70,9"
7899706170338,RS,"81,78"
7899706170338,SC,"61,97"
7899706170338,SP,"64,96"
7899706170338,TO,"74,99"
7899706170819,DF,"18,59"
7899706170819,GO,"15,92"
7899706170819,MG,"20,13"
7899706170819,MS,"17,34"
7899706170819,PR,"17,6"
7899706170819,RJ,"17,29"
7899706170819,RS,"19,46"
7899706170819,SC,"15,43"
7899706170819,SP,"16,89"
7899706170819,TO,"19,11"
7899706170833,CE,"9,35"
7899706170833,DF,"10,52"
7899706170833,GO,"9,01"
7899706170833,MG,"11,39"
7899706170833,MS,"9,8"
7899706170833,PR,"9,95"
7899706170833,RJ,"9,3"
7899706170833,RS,"11,02"
7899706170833,SC,"8,74"
7899706170833,SP,"9,55"
7899706170857,CE,"10,41"
7899706170857,DF,"12,09"
7899706170857,GO,"10,72"
7899706170857,MG,"12,15"
7899706170857,MS,"12,44"
7899706170857,PR,"14,01"
7899706170857,RJ,"10,82"
7899706170857,RS,"12,97"
7899706170857,SC,"8,84"
7899706170857,SP,"11,18"
7899706170871,DF,"20,4"
7899706170871,GO,"18,74"
7899706170871,MG,"21,83"
7899706170871,MS,"21,22"
7899706170871,PR,"21,48"
7899706170871,RJ,"17,6"
7899706170871,RS,"21,89"
7899706170871,SC,"16,92"
7899706170871,SP,"18,89"
7899706170871,TO,"20,96"
7899706170895,RJ,"10,31"
7899706170895,SP,11
7899706170918,CE,"15,49"
7899706170918,DF,"16,91"
7899706170918,GO,"14,99"
7899706170918,MG,"18,66"
7899706170918,MS,"20,23"
7899706170918,PR,"18,31"
7899706170918,RJ,"15,11"
7899706170918,RS,"19,27"
7899706170918,SC,"14,88"
7899706170918,SP,"15,64"
7899706170918,TO,"17,38"
7899706171090,DF,"41,72"
7899706171090,GO,"36,72"
7899706171090,RJ,"34,47"
7899706171090,SP,"38,49"
7899706171113,DF,"54,24"
7899706171113,GO,"48,31"
7899706171113,MG,"59,61"
7899706171113,RJ,"44,85"
7899706171113,SP,"53,91"
7899706171113,TO,"57,46"
7899706171137,BA,"68,27"
7899706171137,CE,"72,85"
7899706171137,DF,"75,15"
7899706171137,GO,"65,59"
7899706171137,MG,"80,93"
7899706171137,MS,"80,02"
7899706171137,PI,"76,02"
7899706171137,PR,"81,14"
7899706171137,RS,"82,49"
7899706171137,SC,"69,83"
7899706171137,SP,"73,2"
7899706171137,TO,"78,02"
7899706171434,BA,"67,61"
7899706171434,DF,"75,15"
7899706171434,GO,"65,59"
7899706171434,MG,"80,93"
7899706171434,MS,"80,02"
7899706171434,PI,"76,02"
7899706171434,PR,"81,14"
7899706171434,RJ,"62,14"
7899706171434,RS,"82,49"
7899706171434,SC,"66,15"
7899706171434,SP,"73,2"
7899706171434,TO,"78,02"
7899706171564,DF,"37,99"
7899706171564,GO,"34,7"
7899706171564,MG,"44,15"
7899706171564,PR,"49,96"
7899706171564,RJ,"35,22"
7899706171564,RS,"48,64"
7899706171564,SC,"33,35"
7899706171564,SP,"34,77"
7899706171588,CE,"34,04"
7899706171588,DF,"37,99"
7899706171588,GO,"34,7"
7899706171588,MG,"44,15"
7899706171588,MS,"44,54"
7899706171588,PR,"43,54"
7899706171588,RJ,"35,22"
7899706171588,RS,"48,64"
7899706171588,SC,"33,35"
7899706171588,SP,"34,77"
7899706171588,TO,"39,04"
7899706171601,DF,"37,99"
7899706171601,GO,"34,7"
7899706171601,MG,"44,15"
7899706171601,MS,"44,54"
7899706171601,PR,"43,54"
7899706171601,RJ,"35,22"
7899706171601,RS,"48,64"
7899706171601,SC,"33,35"
7899706171601,SP,"34,77"
7899706171601,TO,"39,04"
7899706171748,BA,"67,61"
7899706171748,CE,"72,85"
7899706171748,DF,"79,34"
7899706171748,GO,"69,83"
7899706171748,MG,"76,44"
7899706171748,MS,"80,02"
7899706171748,PR,"81,14"
7899706171748,RJ,"65,59"
7899706171748,SC,"66,15"
7899706171748,SP,"73,2"
7899706172042,BA,"70,32"
7899706172042,DF,"66,52"
7899706172042,GO,"66,77"
7899706172042,MG,"84,2"
7899706172042,MS,"81,8"
7899706172042,PI,"81,02"
7899706172042,RJ,"65,3"
7899706172042,SP,"68,38"
7899706172042,TO,"78,93"
7899706172080,BA,"70,32"
7899706172080,DF,"66,52"
7899706172080,GO,"66,77"
7899706172080,MG,"87,27"
7899706172080,RJ,"69,33"
7899706172080,SP,"69,7"
7899706172080,TO,"78,93"
7899706172127,BA,"57,06"
7899706172127,DF,"59,12"
7899706172127,GO,"59,34"
7899706172127,MG,"69,8"
7899706172127,RJ,"56,41"
7899706172127,SP,"55,73"
7899706172202,BA,"52,33"
7899706172202,DF,"56,96"
7899706172202,GO,"52,25"
7899706172202,MG,"61,09"
7899706172202,MS,"57,83"
7899706172202,PI,"62,53"
7899706172202,PR,"59,85"
7899706172202,RJ,"46,55"
7899706172202,RS,"63,68"
7899706172202,SC,"49,35"
7899706172202,SP,"50,97"
7899706172202,TO,"58,48"
7899706172226,BA,"55,82"
7899706172226,CE,"59,6"
7899706172226,DF,"60,77"
7899706172226,GO,"52,33"
7899706172226,MG,"65,16"
7899706172226,MS,"61,69"
7899706172226,PI,"66,71"
7899706172226,PR,"63,83"
7899706172226,RJ,"49,64"
7899706172226,RS,"67,32"
7899706172226,SC,"52,63"
7899706172226,SP,"54,36"
7899706172226,TO,"62,39"
7899706172707,DF,"34,28"
7899706172707,GO,"32,42"
7899706172707,MG,"36,58"
7899706172707,PI,"34,37"
7899706172707,PR,"36,66"
7899706172707,RJ,"29,64"
7899706172707,RS,"36,75"
7899706172707,SC,"30,74"
7899706172707,SP,"33,08"
7899706172721,BA,"42,66"
7899706172721,CE,"45,97"
7899706172721,DF,"47,89"
7899706172721,GO,"46,23"
7899706172721,MG,"51,08"
7899706172721,MS,"48,95"
7899706172721,PI,"47,98"
7899706172721,PR,"51,21"
7899706172721,RJ,"41,4"
7899706172721,RS,"51,32"
7899706172721,SC,"44,08"
7899706172721,SP,"46,2"
7899706172745,BA,"71,15"
7899706172745,CE,"76,68"
7899706172745,DF,"79,87"
7899706172745,GO,"75,49"
7899706172745,MG,"85,18"
7899706172745,MS,"84,24"
7899706172745,PI,"80,03"
7899706172745,PR,"85,41"
7899706172745,RJ,"69,05"
7899706172745,RS,"85,61"
7899706172745,SC,"73,52"
7899706172745,SP,"77,06"
7899706172745,TO,"82,14"
7899706175951,GO,"20,39"
7899706175951,PR,"23,68"
7899706175951,RJ,"18,84"
7899706175951,RS,"23,98"
7899706175951,SC,"18,02"
7899706175951,SP,"21,79"
7899706177535,MG,"305,76"
7899706177535,RJ,"237,13"
7899706177535,SP,"210,91"
7899706177641,DF,"195,18"
7899706177641,GO,"178,31"
7899706177641,RJ,"174,42"
7899706177641,RS,"215,52"
7899706177641,SP,"175,16"
7899706177641,TO,"231,44"
7899706178129,DF,"32,54"
7899706178129,GO,"29,56"
7899706178129,MG,"31,31"
7899706178129,PR,"33,38"
7899706178129,RJ,"26,92"
7899706178129,RS,"32,03"
7899706178129,SC,"32,41"
7899706178129,SP,"29,89"
7899706178143,DF,"32,54"
7899706178143,GO,"29,56"
7899706178143,MG,"33,01"
7899706178143,MS,"33,1"
7899706178143,PR,"33,38"
7899706178143,RJ,"26,92"
7899706178143,RS,"32,03"
7899706178143,SC,"32,41"
7899706178143,SP,"29,89"
7899706178143,TO,"33,46"
7899706178167,DF,"23,17"
7899706178167,GO,"20,04"
7899706178167,MG,"23,06"
7899706178167,MS,"23,28"
7899706178167,PR,"23,95"
7899706178167,RJ,"18,78"
7899706178167,RS,"22,8"
7899706178167,SC,"20,33"
7899706178167,SP,"21,31"
7899706178167,TO,"23,83"
7899706178181,DF,"30,94"
7899706178181,GO,"29,41"
7899706178181,MG,"34,43"
7899706178181,MS,"33,47"
7899706178181,PR,"34,72"
7899706178181,RJ,"28,63"
7899706178181,RS,"35,19"
7899706178181,SC,"33,71"
7899706178181,SP,"29,17"
7899706178181,TO,"33,08"
7899706178204,BA,"73,29"
7899706178204,CE,"78,24"
7899706178204,DF,"79,78"
7899706178204,GO,"69,82"
7899706178204,MG,"85,55"
7899706178204,MS,81
7899706178204,PI,"87,58"
7899706178204,PR,"83,8"
7899706178204,RJ,"65,17"
7899706178204,RS,"88,37"
7899706178204,SC,"69,1"
7899706178204,SP,"71,37"
7899706178204,TO,"81,91"
7899706178273,BA,"73,29"
7899706178273,DF,"79,78"
7899706178273,GO,"73,19"
7899706178273,MG,"85,55"
7899706178273,MS,81
7899706178273,PI,"87,58"
7899706178273,PR,"83,8"
7899706178273,RJ,"65,17"
7899706178273,RS,"88,37"
7899706178273,SC,"69,1"
7899706178273,SP,"71,37"
7899706178273,TO,"81,91"
7899706178341,BA,"73,29"
7899706178341,CE,"78,24"
7899706178341,DF,"79,78"
7899706178341,GO,"69,82"
7899706178341,MG,"85,55"
7899706178341,MS,81
7899706178341,PI,"87,58"
7899706178341,PR,"80,1"
7899706178341,RJ,"65,17"
7899706178341,RS,"88,37"
7899706178341,SC,"69,1"
7899706178341,SP,"71,37"
7899706178341,TO,"81,91"
7899706179522,SP,"17,2"
7899706179553,DF,"31,88"
7899706179553,GO,"29,12"
7899706179553,MG,"35,02"
7899706179553,MS,"34,82"
7899706179553,PR,"34,34"
7899706179553,RJ,"26,97"
7899706179553,RS,"40,37"
7899706179553,SC,29
7899706179553,SP,"28,61"
7899706179553,TO,"32,76"
7899706179560,DF,"31,88"
7899706179560,GO,"29,12"
7899706179560,MG,"35,02"
7899706179560,MS,"33,77"
7899706179560,PR,"34,34"
7899706179560,RJ,"26,97"
7899706179560,RS,"40,37"
7899706179560,SC,29
7899706179560,SP,"28,61"
7899706179560,TO,"32,76"
7899706179669,BA,"77,34"
7899706179669,CE,"82,24"
7899706179669,DF,"84,47"
7899706179669,GO,"88,23"
7899706179669,MG,"92,62"
7899706179669,MS,"89,98"
7899706179669,PI,"89,14"
7899706179669,PR,"99,05"
7899706179669,RJ,"79,82"
7899706179669,RS,"94,72"
7899706179669,SC,"75,75"
7899706179669,SP,"75,22"
7899706179669,TO,"86,82"
7899706179706,BA,"77,34"
7899706179706,DF,"81,32"
7899706179706,GO,"88,23"
7899706179706,MG,"92,62"
7899706179706,MS,"87,82"
7899706179706,PI,"89,14"
7899706179706,PR,"82,11"
7899706179706,RS,"94,72"
7899706179706,SC,"78,09"
7899706179706,SP,"75,22"
7899706179706,TO,"86,82"
7899706179881,BA,"77,34"
7899706179881,DF,"84,47"
7899706179881,GO,"80,39"
7899706179881,MG,96
7899706179881,MS,"92,24"
7899706179881,PI,"89,14"
7899706179881,PR,"93,45"
7899706179881,RJ,"77,06"
7899706179881,RS,"97,09"
7899706179881,SC,"72,98"
7899706179881,SP,"76,66"
7899706180344,DF,"28,37"
7899706180344,GO,"24,65"
7899706180344,MG,"27,01"
7899706180344,MS,"27,26"
7899706180344,PR,"28,05"
7899706180344,RJ,"22,45"
7899706180344,RS,"26,72"
7899706180344,SC,"23,79"
7899706180344,SP,"24,95"
7899706180344,TO,"27,9"
7899706180498,DF,"73,81"
7899706180498,GO,"71,5"
7899706180498,PI,"81,02"
7899706180498,PR,"77,55"
7899706180498,RJ,"60,31"
7899706180498,SC,"63,94"
7899706180498,SP,"66,04"
7899706180498,TO,"75,89"
7899706180573,SP,"13,58"
7899706180658,DF,"11,49"
7899706180658,GO,"8,9"
7899706180658,MG,"10,99"
7899706180658,PR,"10,23"
7899706180658,RJ,"8,82"
7899706180658,RS,"10,71"
7899706180658,SC,"10,55"
7899706180658,SP,"8,94"
7899706180887,CE,"24,18"
7899706180887,DF,"27,37"
7899706180887,GO,"23,79"
7899706180887,MG,"26,04"
7899706180887,MS,"26,28"
7899706180887,PR,"27,03"
7899706180887,RJ,"21,66"
7899706180887,RS,"25,78"
7899706180887,SC,"22,94"
7899706180887,SP,"24,06"
7899706180887,TO,"26,92"
7899706180924,CE,"9,35"
7899706180924,DF,"10,52"
7899706180924,GO,"9,01"
7899706180924,MG,"11,62"
7899706180924,MS,"9,8"
7899706180924,PR,"9,95"
7899706180924,RS,"11,02"
7899706180924,SC,"8,74"
7899706180924,SP,"9,55"
7899706180948,DF,"18,59"
7899706180948,GO,"15,92"
7899706180948,MG,"20,54"
7899706180948,MS,"17,34"
7899706180948,PR,"17,6"
7899706180948,RS,"19,46"
7899706180948,SC,"15,43"
7899706180948,SP,"16,89"
7899706180948,TO,"19,11"
7899706180962,DF,"12,09"
7899706180962,GO,"10,72"
7899706180962,MG,"12,15"
7899706180962,MS,"12,44"
7899706180962,PR,"14,01"
7899706180962,RJ,"10,82"
7899706180962,RS,"12,97"
7899706180962,SC,"8,84"
7899706180962,SP,"11,18"
7899706180986,DF,"20,4"
7899706180986,GO,"18,74"
7899706180986,MG,"21,83"
7899706180986,MS,"21,22"
7899706180986,PR,"21,48"
7899706180986,RJ,"17,6"
7899706180986,RS,"21,89"
7899706180986,SC,"16,92"
7899706180986,SP,"18,89"
7899706181006,DF,"11,88"
